oid,Item Description,unit_of_measure,lo,lead_time,burn_rate,Stock Units Analytical
803204,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
803204,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
803204,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803204,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803205,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
803205,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,4.0
803205,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803205,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803206,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,5.0
803206,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.08,5.0
803206,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
803206,Screw Poly Axial Ped Aegis,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,3.0
803210,Cage Peek Aesculap,Each,Level 2 Surgery/Procedures/PACU,16.0,0.0,6.0
803215,Tubing Set Disp Kairison,Each,Level 2 Surgery/Procedures/PACU,5.5,0.1,11.0
803234,Calibration Tube B-2017,Each,Level 2 Surgery/Procedures/PACU,4.0,0.0,1.0
803237,System Intragastric Ballon B-4800,Each,Level 2 Surgery/Procedures/PACU,2.0,0.0,1.0
803240,Bit Drill 2.5 Arthrex,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803243,Bit Drill Arthrex,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
803246,Needle Scorpion Arthrex,Each,Level 2 Surgery/Procedures/PACU,6.0,0.02,3.0
803291,Solia S Biotronik,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803292,Solia S Biotronik,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803293,Solia S Biotronik,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803294,System Visigi 3D Sleeve Gastrectomy Cali,Each,Level 2 Surgery/Procedures/PACU,6.0,0.3,15.0
803295,Rasp Small Bone 5Mm Km-801,Each,Level 2 Surgery/Procedures/PACU,4.0,0.04,4.0
803295,Rasp Small Bone 5Mm Km-801,Each,Level 2 Surgery/Procedures/PACU,4.0,0.04,4.0
803306,Kit Cath Trialsis,Each,Level 1 Imaging,7.0,0.06,7.0
803310,Block Bite Endo Adult Ltx Free,Each,Level 2 Surgery/Procedures/PACU,1.0,1.92,111.0
803310,Block Bite Endo Adult Ltx Free,Each,Level 2 Surgery/Procedures/PACU,1.0,1.92,111.0
803310,Block Bite Endo Adult Ltx Free,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.64,23.0
803310,Block Bite Endo Adult Ltx Free,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,1.64,23.0
803310,Block Bite Endo Adult Ltx Free,Each,Level 7 ICU,1.0,0.28,23.0
803310,Block Bite Endo Adult Ltx Free,Each,Level 7 ICU,1.0,0.28,23.0
803322,Needle Spinal Cur 22Gx3.5 Havel,Each,Level 2 Surgery/Procedures/PACU,6.0,1.62,80.0
803323,Needle Sprottle Spinal,Each,Level 1 Imaging,9.0,0.06,14.0
803324,"Stapler Skin Insorb Makeover, Incisive",Each,Level 2 Surgery/Procedures/PACU,1.5,0.24,6.0
803326,Kit Sealant Duraseal 3ml,Each,Level 2 Surgery/Procedures/PACU,4.0,0.02,2.0
803327,Graft Duragen Plus 1X1In,Each,Level 2 Surgery/Procedures/PACU,4.0,0.04,3.0
803328,Graft Duragen Plus 2X2In,Each,Level 2 Surgery/Procedures/PACU,5.0,0.02,2.0
803329,Wedge No-Slip Disp,Each,"Level 5 Observation, Medical Tele & Non-Tele",6.0,0.24,6.0
803329,Wedge No-Slip Disp,Each,Level 7 ICU,6.0,2.22,85.0
000529,Sol IV NaCl 0.9 50ml,Each,Level 2 Pharm,0.5,66.0,67.0
802673,Needle 16Gx1In Reg Bevel Poly Hub Disp,Each,Level 2 Pharm,5.0,0.2,10.0
803352,Sensor Patient Leaf,Each,Level 2 Surgery/Procedures/PACU,3.0,4.4,32.0
803352,Sensor Patient Leaf,Each,"Level 5 Observation, Medical Tele & Non-Tele",3.0,1.78,66.0
803352,Sensor Patient Leaf,Each,"Level 5 Observation, Medical Tele & Non-Tele",3.0,0.74,51.0
803352,Sensor Patient Leaf,Each,"Level 6 Telemetry, Cardiac & Stroke",3.0,1.04,58.0
803352,Sensor Patient Leaf,Each,Level 7 ICU,3.0,0.96,54.0
803353,Graft Vg2 Cervical Lifenet,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803354,Graft Vg2 Cervical Lifenet,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803354,Graft Vg2 Cervical Lifenet,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803355,Graft Vg2 Cervical Lifenet,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803355,Graft Vg2 Cervical Lifenet,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
803358,Container Specimen With Formulin 2 Oz,Each,Level 3 Central Lab,2.0,0.02,3.0
803360,Plasmablade 3.0S,Each,Level 2 Surgery/Procedures/PACU,2.0,0.04,2.0
803360,Plasmablade 3.0S,Each,Level 2 Surgery/Procedures/PACU,2.0,0.04,2.0
803384,Drape Urology 3 In 1 Prcdure Lingeman,Each,Level 2 Surgery/Procedures/PACU,7.0,0.3,21.0
803384,Drape Urology 3 In 1 Prcdure Lingeman,Each,Level 2 Surgery/Procedures/PACU,1.0,0.3,10.0
803386,Glove Radiation Sz 8 Strl,Each,Level 2 Surgery/Procedures/PACU,6.0,0.02,4.0
803404,K Wire Percept Nuvasive,Each,Level 2 Surgery/Procedures/PACU,0.5,0.1,5.0
803404,K Wire Percept Nuvasive,Each,Level 2 Surgery/Procedures/PACU,0.5,0.1,4.0
803405,Kit Iv Maxcess Nuvasive,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803405,Kit Iv Maxcess Nuvasive,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
803406,Kit Stand Alone Xlif Nuvasive,Each,Level 2 Surgery/Procedures/PACU,1.5,0.0,1.0
803415,Screw Red Reline Nuvasive,Each,Level 2 Surgery/Procedures/PACU,2.0,0.04,3.0
803416,Screw Red Reline Nuvasive,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803445,Cable Nerve Mon Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,3.0
803445,Cable Nerve Mon Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803446,Filler Bone Nanos 5Cc Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,3.0
803446,Filler Bone Nanos 5Cc Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803449,Guidewire Semi-Blunt Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,3.0
803449,Guidewire Semi-Blunt Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803455,Probe Disp Pioneer,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,2.0
803478,Set Dilators,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803485,Putty Bone Graft Synthetic 11cc,Each,Level 2 Surgery/Procedures/PACU,28.0,0.0,1.0
803494,Burr Barrel 4.0mm Stryker,Each,Level 2 Surgery/Procedures/PACU,6.0,0.02,4.0
803497,Electrode Ablator 90-S Max 4.0Mm Stryker,Each,Level 2 Surgery/Procedures/PACU,22.0,0.08,8.0
803498,Paper  And  Ink For Sdp1000-Printer,Each,Level 2 Surgery/Procedures/PACU,6.0,0.08,5.0
803499,Shaver Resector 4.0 Stryker,Each,Level 2 Surgery/Procedures/PACU,6.0,0.06,7.0
803501,Shaver Tomacat 4.0Mm Stryker,Each,Level 2 Surgery/Procedures/PACU,5.0,0.06,8.0
803502,Suction Irrigation Pump & Handpiece Stryker Flow 2 With Tip,Each,Level 2 Surgery/Procedures/PACU,7.0,0.36,17.0
803503,Tomcat Angled 4.0 Stryker,Each,Level 2 Surgery/Procedures/PACU,5.0,0.02,5.0
803505,Whisker Slotted Stryker,Each,Level 2 Surgery/Procedures/PACU,6.0,0.04,8.0
803506,Drape Kit Knee Rio System One-Piece Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,1.68,1.68
803506,Drape Kit Knee Rio System One-Piece Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,1.68,16.0
803511,Tube Irrigation Knee Rio System Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,0.1,6.0
803519,Kit Knee Procedure Tracking Vizadisc Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,0.92,8.0
803520,Kit Hip Procedure Tracking Vizadisc Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,0.76,7.0
803520,Kit Hip Procedure Tracking Vizadisc Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,1.0,0.74,2.0
803524,Pin Bone Mako Consumables Sterile 2-pack 4mm X 110mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.98,12.0
803525,Pin Bone Mako Consumables Sterile 2-pack 4mm X 140mm,Each,Level 2 Surgery/Procedures/PACU,1.0,0.96,12.0
803526,Pin Bone Mako Consumables Sterile 2-pack 4mm X 170mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.34,1.34
803526,Pin Bone Mako Consumables Sterile 2-pack 4mm X 170mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.34,1.34
803526,Pin Bone Mako Consumables Sterile 2-pack 4mm X 170mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.38,15.0
803526,Pin Bone Mako Consumables Sterile 2-pack 4mm X 170mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.38,15.0
803527,Implant Baseplate Knee Mako Robotic Cemented LM-RL Size 3,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803528,Implant Baseplate Knee Mako Robotic Cemented LM-RL Size 4,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,3.0
803528,Implant Baseplate Knee Mako Robotic Cemented LM-RL Size 4,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803531,Implant Baseplate Knee Mako Robotic Cemented RM-LL Size 5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803532,Implant Baseplate Knee Mako Robotic Cemented RM-LL Size 6,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803533,Burr Ball Fluted Knee Anspach Mako Consumables Sterile 6mm,Each,Level 2 Surgery/Procedures/PACU,20.0,0.1,19.0
803538,Clip Irrigation Knee Anspach Mako Consumables,Each,Level 2 Surgery/Procedures/PACU,4.0,0.08,9.0
803539,Cord Retractor Knee Silicone Mako Consumables 10-Pack,Each,Level 2 Surgery/Procedures/PACU,1.0,1.32,20.0
803546,Implant Femur Knee Mako Robotic Cemented RM-LL Size 5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803548,Implant Femur Knee Mako Robotic Cemented LM-RL Size 3,Each,Level 2 Surgery/Procedures/PACU,1.0,0.0,1.0
803550,Implant Femur Knee Mako Robotic Cemented LM-RL Size 5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,1.0
803554,Implant Head Hip Delta V40 Biolox Ceramic 36mm -2.5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.02,2.0
803554,Implant Head Hip Delta V40 Biolox Ceramic 36mm -2.5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.04,2.0
803555,Implant Head Hip Delta V40 Biolox Ceramic 36mm +2.5,Each,Level 2 Surgery/Procedures/PACU,1.0,0.06,2.0
803557,Hex Impaction Hip Checkpoint Mako Consumables Sterile 3.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.2,1.2
803557,Hex Impaction Hip Checkpoint Mako Consumables Sterile 3.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.2,1.2
803557,Hex Impaction Hip Checkpoint Mako Consumables Sterile 3.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.22,14.0
803557,Hex Impaction Hip Checkpoint Mako Consumables Sterile 3.5mm,Each,Level 2 Surgery/Procedures/PACU,1.0,1.22,14.0
803563,Kit Checkpoint Knee Femoral-Tibial Mako Consumables Sterile,Each,Level 2 Surgery/Procedures/PACU,1.0,1.18,13.0
803563,Kit Checkpoint Knee Femoral-Tibial Mako Consumables Sterile,Each,Level 2 Surgery/Procedures/PACU,1.0,1.18,3.0
803580,Sealant Autospray Adherus,Each,Level 2 Surgery/Procedures/PACU,2.5,0.1,5.0
803583,Circuit Vapotherm,Each,Respiratory Therapy,5.0,0.02,2.0
803584,Duster Easy Trap  White 70071659703 250 Sheets Per Roll 5in,Each,Level 1 EVS_1321,1.0,0.58,6.0
803584,Duster Easy Trap  White 70071659703 250 Sheets Per Roll 5in,Each,Level 1 EVS_1321,1.0,0.56,2.0
803585,Mesh Hernia Circle Diameter 12cm,Each,Level 2 Surgery/Procedures/PACU,2.0,0.02,2.0
803586,Mesh Hernia Oval Intraperitoneal 15cm x 20cm,Each,Level 2 Surgery/Procedures/PACU,3.0,0.0,1.0
803864,Catheter Urethral Foley 2 Way Bardex IC  Latex 14fr x 30ml,Each,Level 2 Surgery/Procedures/PACU,1.0,12.0,12.0
803864,Catheter Urethral Foley 2 Way Bardex IC  Latex 14fr x 30ml,Each,Perpetual,1.0,0.0,3.0
803866,Tape Cast Plaster Extra Fast Set Specialist Green 6in x 5yd,Each,Level 2 Surgery/Procedures/PACU,1.0,12.0,12.0
803866,Tape Cast Plaster Extra Fast Set Specialist Green 6in x 5yd,Each,Perpetual,1.0,0.0,4.0
803867,Tube Trach Uncuffed Fenestrated Reusable Inner Cannula 6mm,Each,Perpetual,1.0,0.0,1.0
803868,Tube Trach Uncuffed Fenestrated Reusable Inner Cannula 8mm,Each,Perpetual,1.0,0.0,1.0
803870,Bandage Cast Plaster Extra Fast Set Green 3in x 3yd,Each,Perpetual,1.0,0.0,3.0
803872,DrssingVacAsstClsrNegPrsrThpyWhtFoamMicroPorousPVAStr10x15cm,Each,Perpetual,1.0,0.2,8.0
803873,Patch Bio Blue Anti-Microbial Dressing 1in,Each,Level 2 Surgery/Procedures/PACU,2.0,7.0,8.0
803873,Patch Bio Blue Anti-Microbial Dressing 1in,Each,"Level 5 Observation, Medical Tele & Non-Tele",2.0,9.0,18.0
803873,Patch Bio Blue Anti-Microbial Dressing 1in,Each,"Level 6 Telemetry, Cardiac & Stroke",2.0,11.0,12.0
803873,Patch Bio Blue Anti-Microbial Dressing 1in,Each,Level 7 ICU,2.0,13.0,17.0
803873,Patch Bio Blue Anti-Microbial Dressing 1in,Each,Perpetual,2.0,1.0,42.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,Level 1 ED,1.0,25.0,25.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,Level 2 Surgery/Procedures/PACU,1.0,25.0,25.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,32.0,38.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,34.0,42.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,Level 7 ICU,1.0,29.0,33.0
803874,Prep Mouth Swabsticks Lemon and Glycerin Latex Free 4in,Each,Perpetual,1.0,8.0,80.0
803877,Needle Hypodermic Safetyglide Latex Free 21G x 1.5in,Each,Level 1 ED,2.5,54.0,67.0
803877,Needle Hypodermic Safetyglide Latex Free 21G x 1.5in,Each,Level 2 Surgery/Procedures/PACU,2.5,100.0,100.0
803877,Needle Hypodermic Safetyglide Latex Free 21G x 1.5in,Each,"Level 5 Observation, Medical Tele & Non-Tele",2.5,50.0,50.0
803877,Needle Hypodermic Safetyglide Latex Free 21G x 1.5in,Each,Level 7 ICU,2.5,70.0,70.0
803877,Needle Hypodermic Safetyglide Latex Free 21G x 1.5in,Each,Perpetual,2.5,2.0,18.0
803880,Valve Trach Ventilator Swallowing and Speaking Aqua,Each,Perpetual,1.0,0.0,1.0
803881,BandageCastPlasterExtraFastSetSpecialistGreen4in x 5yd,Each,Perpetual,1.0,0.24,10.0
803885,Tip Bulb Yank Std Without Control Vent Sterile 50 per case,Each,Level 2 Surgery/Procedures/PACU,1.0,73.0,73.0
803885,Tip Bulb Yank Std Without Control Vent Sterile 50 per case,Each,Perpetual,1.0,9.0,64.0
803886,Padding Cast Webril Cotton Non-Sterile 3in x 4yd,Each,Perpetual,1.0,0.0,17.0
803892,Sleeve SCD Compression Thigh 28In,Case,Level 2 Surgery/Procedures/PACU,22.5,3.0,32.0
803892,Sleeve SCD Compression Thigh 28In,Case,"Level 5 Observation, Medical Tele & Non-Tele",22.5,1.0,1.0
803892,Sleeve SCD Compression Thigh 28In,Case,Level 7 ICU,22.5,1.0,1.0
803892,Sleeve SCD Compression Thigh 28In,Case,Perpetual,22.5,0.0,28.0
803893,Sleeve SCD Compression Bari Up 28In,Case,Level 2 Surgery/Procedures/PACU,22.0,3.0,17.0
803893,Sleeve SCD Compression Bari Up 28In,Case,"Level 5 Observation, Medical Tele & Non-Tele",22.0,1.0,1.0
803893,Sleeve SCD Compression Bari Up 28In,Case,Perpetual,22.0,0.0,59.0
803894,Sleeve SCD Foot Compres Small B,Case,Perpetual,18.0,0.0,25.0
803895,Sleeve SCD Foot Compres Stand P,Case,Perpetual,21.5,0.0,37.0
803901,Set Administration PCA,Each,"Level 5 Observation, Medical Tele & Non-Tele",2.0,2.0,3.0
803901,Set Administration PCA,Each,Perpetual,2.0,0.0,9.0
803902,Catheter Suprapubic 10Fr,Each,Perpetual,4.5,0.0,1.0
803903,Kit Pneumothorax 9Fx29 Hemlich,Each,Level 1 ED,4.0,5.0,5.0
803903,Kit Pneumothorax 9Fx29 Hemlich,Each,Level 1 Imaging,4.0,2.0,2.0
803903,Kit Pneumothorax 9Fx29 Hemlich,Each,Perpetual,4.0,0.0,2.0
803905,Clamp Tubing Plastic,Each,"Level 5 Observation, Medical Tele & Non-Tele",111.5,6.0,22.0
803905,Clamp Tubing Plastic,Each,"Level 6 Telemetry, Cardiac & Stroke",111.5,10.0,20.0
803905,Clamp Tubing Plastic,Each,Perpetual,111.5,0.0,129.0
803906,Bag Tblet Crushr W-C Bottoms-Order 10 Or,Pack,"Level 5 Observation, Medical Tele & Non-Tele",6.0,1.0,1.0
803906,Bag Tblet Crushr W-C Bottoms-Order 10 Or,Pack,"Level 6 Telemetry, Cardiac & Stroke",6.0,1.0,1.0
803906,Bag Tblet Crushr W-C Bottoms-Order 10 Or,Pack,Perpetual,6.0,0.0,5.0
803909,Hovermatt Single Pt 39In,Each,Level 2 Surgery/Procedures/PACU,8.0,14.0,17.5
803909,Hovermatt Single Pt 39In,Each,"Level 5 Observation, Medical Tele & Non-Tele",8.0,10.0,12.0
803909,Hovermatt Single Pt 39In,Each,Perpetual,8.0,2.0,29.5
803910,Dressing Wound Vac Trac Pad,Each,Perpetual,1.0,0.0,3.0
803911,Canister Suction Wound Without Gel,Each,"Level 5 Observation, Medical Tele & Non-Tele",7.0,10.0,10.0
803911,Canister Suction Wound Without Gel,Each,Perpetual,7.0,0.0,25.0
803916,Stockinette Tublar 3In X 25Yd Unstrl,Roll,"Level 5 Observation, Medical Tele & Non-Tele",1.5,3.0,4.0
803916,Stockinette Tublar 3In X 25Yd Unstrl,Roll,Perpetual,1.5,0.0,4.0
803917,Block Bite Seizure Disp.,Each,Level 1 ED,1.0,2.0,2.0
803917,Block Bite Seizure Disp.,Each,Perpetual,1.0,0.0,11.0
803920,Kit Arterial Line With Cath 18Gax6,Each,Level 7 ICU,1.0,2.0,2.0
803920,Kit Arterial Line With Cath 18Gax6,Each,Perpetual,1.0,0.0,2.0
803923,Brief Stretch 1 Sz Fits All Disp,Each,Level 2 Surgery/Procedures/PACU,1.0,50.0,50.0
803923,Brief Stretch 1 Sz Fits All Disp,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,50.0,50.0
803923,Brief Stretch 1 Sz Fits All Disp,Each,Level 7 ICU,1.0,300.0,300.0
803923,Brief Stretch 1 Sz Fits All Disp,Each,Perpetual,1.0,1.0,86.0
803924,Brief Adlt Contoured X-Large,Each,Level 1 ED,1.0,23.0,25.0
803924,Brief Adlt Contoured X-Large,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,20.0,20.0
803924,Brief Adlt Contoured X-Large,Each,Level 7 ICU,1.0,20.0,20.0
803924,Brief Adlt Contoured X-Large,Each,Perpetual,1.0,3.0,52.0
803925,Cath IV Angio 16 X 1.250 Saftey,Each,Level 2 Surgery/Procedures/PACU,1.0,0.16,6.0
803926,Cath IV Angio 14X2In  Saftey,Each,Level 2 Surgery/Procedures/PACU,1.0,0.28,16.0
803927,Cath IV Angio 18Ga Safety,Each,Level 2 Surgery/Procedures/PACU,1.0,200.0,200.0
803927,Cath IV Angio 18Ga Safety,Each,Perpetual,1.0,1.0,32.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,Level 1 ED,1.0,40.62,223.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,Level 2 Surgery/Procedures/PACU,1.0,13.08,79.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,Level 2 Surgery/Procedures/PACU,1.0,0.52,24.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,0.14,5.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,0.06,6.0
803928,Set IV Admin 15 Drp Non Vent Ulst,Each,Level 7 ICU,1.0,0.6,11.0
803929,Cath IV Angio 24Ga Safety,Each,Level 2 Surgery/Procedures/PACU,1.0,16.0,16.0
803929,Cath IV Angio 24Ga Safety,Each,Perpetual,1.0,0.0,10.5
803930,Cath IV Angio 22Ga Safety,Each,Level 2 Surgery/Procedures/PACU,1.0,14.0,14.0
803930,Cath IV Angio 22Ga Safety,Each,Perpetual,1.0,0.0,10.0
803931,Cath IV Angio 20Ga Safety,Each,Level 2 Surgery/Procedures/PACU,1.0,200.0,200.0
803931,Cath IV Angio 20Ga Safety,Each,Perpetual,1.0,1.0,39.0
803932,Cath Foley 14Fr 5Cc 2Way Ltx,Each,Level 1 ED,1.0,4.0,4.0
803932,Cath Foley 14Fr 5Cc 2Way Ltx,Each,Level 2 Surgery/Procedures/PACU,1.0,4.0,4.0
803932,Cath Foley 14Fr 5Cc 2Way Ltx,Each,Perpetual,1.0,0.0,3.0
803933,Cath Foley 20Fr 30Cc 3Way Ltx 0167SI20,Each,Perpetual,1.0,0.0,5.0
803935,Cath Foley 12Fr 5Cc 2Way Ltx 0165Si12,Each,Level 2 Surgery/Procedures/PACU,1.0,4.0,4.0
803935,Cath Foley 12Fr 5Cc 2Way Ltx 0165Si12,Each,Perpetual,1.0,0.0,2.0
803936,Cath Foley 16Fr 5Cc 2Way Ltx 0165Si16,Each,Level 1 ED,1.0,3.0,3.0
803936,Cath Foley 16Fr 5Cc 2Way Ltx 0165Si16,Each,Perpetual,1.0,0.0,3.0
803937,Cath Foley 18Fr 5Cc 2Way Ltx 0165Si18,Each,Level 1 ED,1.0,4.0,4.0
803937,Cath Foley 18Fr 5Cc 2Way Ltx 0165Si18,Each,Perpetual,1.0,0.0,2.0
803938,Cath Foley 20Fr 5Cc 2Way Ltx 0165Si20,Each,Level 1 ED,6.0,3.0,6.0
803938,Cath Foley 20Fr 5Cc 2Way Ltx 0165Si20,Each,Level 2 Surgery/Procedures/PACU,6.0,12.0,12.0
803938,Cath Foley 20Fr 5Cc 2Way Ltx 0165Si20,Each,Perpetual,6.0,0.0,6.0
803939,Cath Foley 16Fr 30Cc 2Way Ltx,Each,Perpetual,1.0,0.0,2.0
803942,Cath Foley 18Fr 30Cc 3Way Ltx,Each,Level 2 Surgery/Procedures/PACU,1.0,6.0,6.0
803942,Cath Foley 18Fr 30Cc 3Way Ltx,Each,Perpetual,1.0,0.0,2.0
803943,Bag Urinary Closed Drain Sys,Each,Level 1 ED,1.0,4.0,5.0
803943,Bag Urinary Closed Drain Sys,Each,Level 2 Surgery/Procedures/PACU,1.0,2.0,2.0
803943,Bag Urinary Closed Drain Sys,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.0,7.0,13.0
803943,Bag Urinary Closed Drain Sys,Each,"Level 6 Telemetry, Cardiac & Stroke",1.0,5.0,7.0
803943,Bag Urinary Closed Drain Sys,Each,Level 7 ICU,1.0,2.0,3.0
803943,Bag Urinary Closed Drain Sys,Each,Perpetual,1.0,2.0,8.0
803945,Needle 18Gx1.5In Blunt Tip With Plastic Hub,Each,Level 2 Surgery/Procedures/PACU,1.5,319.0,319.0
803945,Needle 18Gx1.5In Blunt Tip With Plastic Hub,Each,Level 7 ICU,1.5,144.0,144.0
803945,Needle 18Gx1.5In Blunt Tip With Plastic Hub,Each,Perpetual,1.5,50.0,261.0
803948,Needle 25Gx 0.625In Shielding Subq Safety,Each,Level 1 ED,2.5,56.0,89.0
803948,Needle 25Gx 0.625In Shielding Subq Safety,Each,Level 2 Surgery/Procedures/PACU,2.5,50.0,50.0
803948,Needle 25Gx 0.625In Shielding Subq Safety,Each,Perpetual,2.5,3.0,31.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,Level 1 ED,1.5,100.0,100.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,Level 2 Surgery/Procedures/PACU,1.5,100.0,100.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,"Level 5 Observation, Medical Tele & Non-Tele",1.5,193.0,418.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,"Level 6 Telemetry, Cardiac & Stroke",1.5,180.0,262.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,Level 7 ICU,1.5,104.0,128.0
803949,Syringe 1Cc Insulin With 29G X 0.50In Safety Nd,Each,Perpetual,1.5,41.0,417.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 1 ED,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 1 ED,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 1 ED,1.5,50.0,50.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 1 ED,1.5,50.0,50.0
030099,Glove Surg Protexis PI 6.5 PF LF Sterile,Each,Level 2 Pharm,0.34,1.52,37.0
030102,Glove Surg Protexis PI 8 PF LF Sterile,Each,Level 2 Pharm,0.5,0.54,23.0
030103,Glove Surg Protexis PI 8.5 PF LF Sterile,Each,Level 2 Pharm,1.0,0.0,6.0
714333,Sheet medi cup blister Oval green,Case,Level 2 Pharm,30.0,0.02,8.0
803952,Syringe Tb 1Cc 25Ga X 0.625In Ndl Safty,Each,Level 2 Surgery/Procedures/PACU,1.5,50.0,50.0
